transaction_id,sale_date,taxing_state,rate_applied,sale_price,trade_in_value,taxable_base,tax_owed,tax_collected,variance,category
T002530,2025-10-11,AZ,0.081,26705.13,8277.53,18427.6,1492.64,1492.62,-0.02,clean
T002531,2025-06-11,NY,0.08,12787.03,0.0,12787.03,1022.96,1022.99,0.03,clean
T002532,2025-04-08,PA,0.06,21238.18,0.0,21238.18,1274.29,1274.26,-0.03,clean
T002533,2025-12-03,TX,0.0625,35719.75,11757.58,23962.17,1497.64,1497.65,0.01,clean
T002534,2025-01-17,NY,0.08,21607.82,0.0,21607.82,1728.63,1728.63,0.0,clean
T002535,2025-12-30,IL,0.0725,32698.17,0.0,32698.17,2370.62,2370.6,-0.02,clean
T002536,2025-06-07,FL,0.07,35226.93,0.0,35226.93,2465.89,2465.91,0.02,clean
T002537,2025-01-26,NC,0.03,18138.94,0.0,18138.94,544.17,544.19,0.02,clean
T002538,2025-11-05,IL,0.0725,14218.32,6477.13,7741.19,561.24,561.22,-0.02,clean
T002539,2025-06-04,IL,0.0725,32094.82,0.0,32094.82,2326.87,2326.88,0.01,clean
T002540,2025-05-31,OH,0.0725,11579.83,0.0,11579.83,839.54,839.57,0.03,clean
T002541,2025-02-03,PA,0.06,23014.49,0.0,23014.49,1380.87,1380.85,-0.02,clean
T002542,2025-03-02,CA,0.0875,21561.89,0.0,21561.89,1886.67,1886.68,0.01,clean
T002543,2025-04-30,GA,0.07,15355.99,0.0,15355.99,1074.92,1074.91,-0.01,clean
T002544,2025-07-08,GA,0.07,36840.55,0.0,36840.55,2578.84,2578.87,0.03,clean
T002545,2025-07-10,GA,0.07,13977.27,0.0,13977.27,978.41,978.45,0.04,clean
T002546,2025-04-17,PA,0.06,20463.69,0.0,20463.69,1227.82,1227.83,0.01,clean
T002547,2025-07-02,AZ,0.081,25317.49,0.0,25317.49,2050.72,2050.69,-0.03,clean
T002548,2025-02-02,FL,0.07,23207.85,0.0,23207.85,1624.55,1624.55,0.0,clean
T002549,2025-11-27,NC,0.03,33119.09,0.0,33119.09,993.57,993.59,0.02,clean
T002550,2025-01-30,PA,0.06,29161.87,0.0,29161.87,1749.71,1749.68,-0.03,clean
T002551,2025-03-06,GA,0.07,25129.13,0.0,25129.13,1759.04,1507.75,-251.29,rate_mismatch
T002552,2025-08-06,PA,0.06,39294.17,0.0,39294.17,2357.65,2357.64,-0.01,clean
T002553,2025-08-20,OH,0.0725,23556.76,0.0,23556.76,1707.87,1472.3,-235.57,rate_mismatch
T002554,2025-06-10,TX,0.0625,30315.36,0.0,30315.36,1894.71,1894.68,-0.03,clean
T002555,2025-12-24,TX,0.0625,40757.35,0.0,40757.35,2547.33,2547.33,0.0,clean
T002556,2025-08-05,NY,0.08,25512.09,0.0,25512.09,2040.97,2040.98,0.01,clean
T002557,2025-06-17,NC,0.03,16806.53,0.0,16806.53,0.0,-0.01,-0.01,clean
T002558,2025-08-23,AZ,0.081,20549.72,0.0,20549.72,1664.53,1664.49,-0.04,clean
T002559,2025-10-09,GA,0.07,22099.22,0.0,22099.22,1546.95,1546.94,-0.01,clean
T002560,2025-11-26,NY,0.08,22055.82,0.0,22055.82,1764.47,1764.47,0.0,clean
T002561,2025-05-15,GA,0.07,32347.76,0.0,32347.76,2264.34,2264.36,0.02,clean
T002562,2025-06-21,NC,0.03,21334.78,0.0,21334.78,640.04,640.03,-0.01,clean
T002563,2025-03-14,TX,0.0625,17671.31,0.0,17671.31,1104.46,1104.44,-0.02,clean
T002564,2025-05-10,OH,0.0725,37019.01,0.0,37019.01,2683.88,2683.86,-0.02,clean
T002565,2025-07-03,NY,0.08,14933.1,0.0,14933.1,1194.65,1194.63,-0.02,clean
T002566,2025-03-10,GA,0.07,34679.93,7129.69,27550.24,1928.52,1928.49,-0.03,clean
T002567,2025-04-10,TX,0.0625,13178.38,0.0,13178.38,823.65,823.65,0.0,clean
T002568,2025-05-05,FL,0.07,14665.66,3427.7,11237.96,786.66,786.65,-0.01,clean
T002569,2025-11-20,IL,0.0725,15335.69,0.0,15335.69,1111.84,1111.85,0.01,clean
T002570,2025-07-27,NC,0.03,27276.1,0.0,27276.1,818.28,545.52,-272.76,rate_mismatch
T002571,2025-03-15,GA,0.07,34231.06,0.0,34231.06,2396.17,2396.19,0.02,clean
T002572,2025-04-11,IL,0.0725,10517.73,2880.54,7637.19,553.7,553.72,0.02,clean
T002573,2025-06-21,NC,0.03,36246.17,11982.13,24264.04,727.92,727.89,-0.03,clean
T002574,2025-07-26,NY,0.08,22570.95,7358.46,15212.49,1217.0,1805.68,588.68,tradein_credit_error
T002575,2025-07-25,CA,0.0875,22868.06,12337.82,22868.06,2000.96,2000.92,-0.04,clean
T002576,2025-06-13,CA,0.0875,18965.01,0.0,18965.01,1659.44,1659.4,-0.04,clean
T002577,2025-12-06,AZ,0.081,30101.19,0.0,30101.19,2438.2,2438.21,0.01,clean
T002578,2025-04-09,FL,0.07,18863.39,5142.43,13720.96,960.47,960.45,-0.02,clean
T002579,2025-07-30,CA,0.0875,28479.19,0.0,28479.19,2491.93,2491.91,-0.02,clean
T002580,2025-08-15,OH,0.0725,22940.89,7008.06,15932.83,1155.13,1155.15,0.02,clean
T002581,2025-10-26,PA,0.06,38526.44,19268.68,19257.76,1155.47,1155.48,0.01,clean
T002582,2025-07-04,OH,0.0725,17584.66,0.0,17584.66,1274.89,1274.88,-0.01,clean
T002583,2025-07-26,IL,0.0725,21861.45,0.0,21861.45,1584.96,1584.94,-0.02,clean
T002584,2025-11-24,AZ,0.081,24598.37,0.0,24598.37,1992.47,1992.46,-0.01,clean
T002585,2025-05-08,AZ,0.081,22485.03,0.0,22485.03,1821.29,1821.32,0.03,clean
T002586,2025-07-21,GA,0.07,23058.97,0.0,23058.97,1614.13,1614.16,0.03,clean
T002587,2025-03-07,NC,0.03,30765.11,0.0,30765.11,922.95,922.98,0.03,clean
T002588,2025-12-29,NC,0.03,30560.0,0.0,30560.0,916.8,2674.0,1757.2,sourcing_error
T002589,2025-11-25,NY,0.08,23516.85,0.0,23516.85,1881.35,1881.36,0.01,clean
T002590,2025-07-30,NY,0.08,25398.93,0.0,25398.93,2031.91,2031.93,0.02,clean
T002591,2025-03-17,NY,0.08,20383.3,0.0,20383.3,1630.66,1426.83,-203.83,rate_mismatch
T002592,2025-07-01,FL,0.07,34102.2,0.0,34102.2,2387.15,2387.13,-0.02,clean
T002593,2025-08-25,CA,0.0875,14766.33,5889.42,14766.33,1292.05,1292.07,0.02,clean
T002594,2025-01-03,PA,0.06,38034.38,0.0,38034.38,2282.06,1901.72,-380.34,rate_mismatch
T002595,2025-07-17,FL,0.07,29895.7,0.0,29895.7,2092.7,2092.72,0.02,clean
T002596,2025-08-15,CA,0.0875,22344.5,0.0,22344.5,1955.14,1955.11,-0.03,clean
T002597,2025-12-26,GA,0.07,20393.81,0.0,20393.81,1427.57,1427.6,0.03,clean
T002598,2025-10-29,NY,0.08,27270.04,0.0,27270.04,2181.6,2181.64,0.04,clean
T002599,2025-02-26,IL,0.0725,17696.83,0.0,17696.83,1283.02,1283.03,0.01,clean
T002600,2025-07-30,GA,0.07,28547.67,0.0,28547.67,1998.34,1998.33,-0.01,clean
T002601,2025-03-28,OH,0.0725,21462.93,0.0,21462.93,1556.06,1556.08,0.02,clean
T002602,2025-01-18,AZ,0.081,30751.04,8935.29,21815.75,1767.08,1767.11,0.03,clean
T002603,2025-12-03,FL,0.07,31957.44,0.0,31957.44,2237.02,2237.04,0.02,clean
T002604,2025-05-16,NY,0.08,14774.99,3375.55,11399.44,911.96,911.99,0.03,clean
T002605,2025-02-16,NY,0.08,15330.2,4800.96,10529.24,842.34,947.63,105.29,rate_mismatch
T002606,2025-12-02,IL,0.0725,35727.12,20176.56,25727.12,1865.22,1865.21,-0.01,clean
T002607,2025-10-06,NY,0.08,44202.05,0.0,44202.05,3536.16,3536.13,-0.03,clean
T002608,2025-04-13,NY,0.08,19556.35,0.0,19556.35,1564.51,1564.49,-0.02,clean
T002609,2025-04-12,IL,0.0725,14219.96,5563.16,8656.8,627.62,627.61,-0.01,clean
T002610,2025-02-10,IL,0.0725,20953.51,0.0,20953.51,1519.13,1466.75,-52.38,sourcing_error
T002611,2025-12-28,GA,0.07,15116.19,0.0,15116.19,1058.13,1058.09,-0.04,clean
T002612,2025-09-24,FL,0.07,25554.03,0.0,25554.03,1788.78,1788.79,0.01,clean
T002613,2025-06-12,NY,0.08,16415.44,0.0,16415.44,1313.24,1313.24,0.0,clean
T002614,2025-09-09,FL,0.07,22040.48,0.0,22040.48,1542.83,1542.79,-0.04,clean
T002615,2025-11-23,OH,0.0725,24358.27,0.0,24358.27,1765.97,1765.94,-0.03,clean
T002616,2025-11-25,AZ,0.081,16866.08,0.0,16866.08,1366.15,1366.11,-0.04,clean
T002617,2025-11-02,FL,0.07,28076.76,0.0,28076.76,1965.37,1965.36,-0.01,clean
T002618,2025-06-15,TX,0.0625,17534.63,0.0,17534.63,1095.91,1095.93,0.02,clean
T002619,2025-02-03,NY,0.08,37519.08,0.0,37519.08,3001.53,3001.52,-0.01,clean
T002620,2025-07-19,GA,0.07,26654.35,0.0,26654.35,1865.8,2132.35,266.55,sourcing_error
T002621,2025-11-18,OH,0.0725,29042.04,0.0,29042.04,2105.55,2105.53,-0.02,clean
T002622,2025-03-16,CA,0.0875,33767.41,15372.97,33767.41,2954.65,2954.64,-0.01,clean
T002623,2025-07-07,TX,0.0625,11662.13,0.0,11662.13,728.88,728.92,0.04,clean
T002624,2025-05-21,OH,0.0725,15590.65,9272.25,6318.4,458.08,458.08,0.0,clean
T002625,2025-02-22,NY,0.08,34766.89,15828.27,18938.62,1515.09,1515.13,0.04,clean
T002626,2025-02-21,OH,0.0725,24082.74,0.0,24082.74,1746.0,1745.97,-0.03,clean
T002627,2025-12-04,IL,0.0725,17141.82,7214.75,9927.07,719.71,719.71,0.0,clean
T002628,2025-03-21,NY,0.08,24916.01,0.0,24916.01,1993.28,1993.24,-0.04,clean
T002629,2025-10-11,NC,0.03,19781.84,0.0,19781.84,593.46,593.49,0.03,clean
T002630,2025-06-27,GA,0.07,28166.37,0.0,28166.37,1971.65,1971.68,0.03,clean
T002631,2025-03-26,TX,0.0625,30892.84,0.0,30892.84,1930.8,1930.81,0.01,clean
T002632,2025-12-07,PA,0.06,21644.08,0.0,21644.08,1298.64,1731.53,432.89,sourcing_error
T002633,2025-10-04,AZ,0.081,10984.34,6129.06,4855.28,393.28,393.25,-0.03,clean
T002634,2025-06-20,NC,0.03,34546.32,17440.54,17105.78,513.17,513.17,0.0,clean
T002635,2025-11-18,IL,0.0725,16171.08,3784.05,12387.03,898.06,898.08,0.02,clean
T002636,2025-09-12,AZ,0.081,41014.94,0.0,41014.94,3322.21,3322.22,0.01,clean
T002637,2025-02-19,AZ,0.081,18721.65,0.0,18721.65,1516.45,1516.46,0.01,clean
T002638,2025-06-13,NC,0.03,32429.69,0.0,32429.69,972.89,972.85,-0.04,clean
T002639,2025-05-23,OH,0.0725,17830.8,0.0,17830.8,1292.73,1292.69,-0.04,clean
T002640,2025-06-02,TX,0.0625,21642.22,9589.55,12052.67,753.29,873.82,120.53,rate_mismatch
T002641,2025-08-04,TX,0.0625,23557.12,11836.47,11720.65,732.54,1472.32,739.78,tradein_credit_error
T002642,2025-08-01,NY,0.08,14949.45,6959.76,7989.69,639.18,639.19,0.01,clean
T002643,2025-09-20,NY,0.08,20050.84,0.0,20050.84,1604.07,1604.05,-0.02,clean
T002644,2025-06-04,OH,0.0725,23559.78,0.0,23559.78,1708.08,1708.06,-0.02,clean
T002645,2025-03-14,TX,0.0625,35819.15,11483.35,24335.8,1520.99,1520.97,-0.02,clean
T002646,2025-06-19,FL,0.07,21310.15,0.0,21310.15,1491.71,1491.69,-0.02,clean
T002647,2025-10-27,OH,0.0725,37181.42,0.0,37181.42,2695.65,2974.51,278.86,sourcing_error
T002648,2025-08-20,CA,0.0875,13641.18,0.0,13641.18,1193.6,1193.58,-0.02,clean
T002649,2025-04-03,IL,0.0725,37332.59,0.0,37332.59,2706.61,2706.59,-0.02,clean
T002650,2025-03-13,FL,0.07,26668.08,0.0,26668.08,1866.77,1866.81,0.04,clean
T002651,2025-11-04,IL,0.0725,16480.35,5287.13,11193.22,811.51,811.49,-0.02,clean
T002652,2025-04-01,TX,0.0625,35767.99,0.0,35767.99,2235.5,2235.49,-0.01,clean
T002653,2025-01-17,TX,0.0625,40047.34,11703.89,28343.45,1771.47,1771.46,-0.01,clean
T002654,2025-04-05,TX,0.0625,16850.64,0.0,16850.64,1053.17,1053.15,-0.02,clean
T002655,2025-11-13,TX,0.0625,18812.44,0.0,18812.44,1175.78,1363.9,188.12,rate_mismatch
T002656,2025-08-09,AZ,0.081,15177.4,8145.32,7032.08,569.6,569.59,-0.01,clean
T002657,2025-11-04,NY,0.08,20653.7,0.0,20653.7,1652.3,1652.32,0.02,clean
T002658,2025-04-22,PA,0.06,16415.41,9602.18,6813.23,408.79,408.76,-0.03,clean
T002659,2025-06-19,GA,0.07,21971.59,0.0,21971.59,1538.01,1538.05,0.04,clean
T002660,2025-06-30,IL,0.0725,18071.27,0.0,18071.27,1310.17,1310.16,-0.01,clean
T002661,2025-01-30,OH,0.0725,21360.51,0.0,21360.51,1548.64,1548.61,-0.03,clean
T002662,2025-02-14,TX,0.0625,32670.49,0.0,32670.49,2041.91,2041.92,0.01,clean
T002663,2025-03-21,IL,0.0725,16270.4,3995.21,12275.19,889.95,1012.7,122.75,rate_mismatch
T002664,2025-11-20,GA,0.07,22928.95,0.0,22928.95,1605.03,1605.0,-0.03,clean
T002665,2025-03-12,NC,0.03,22003.19,0.0,22003.19,660.1,660.07,-0.03,clean
T002666,2025-03-19,IL,0.0725,26695.33,5766.64,20928.69,1517.33,1517.35,0.02,clean
T002667,2025-10-17,GA,0.07,36145.18,10746.54,25398.64,1777.9,1777.91,0.01,clean
T002668,2025-09-15,PA,0.06,33756.76,0.0,33756.76,2025.41,2025.42,0.01,clean
T002669,2025-04-14,FL,0.07,32001.22,0.0,32001.22,2240.09,2240.06,-0.03,clean
T002670,2025-02-18,NC,0.03,15138.03,0.0,15138.03,454.14,454.11,-0.03,clean
T002671,2025-08-16,FL,0.07,34313.31,0.0,34313.31,2401.93,2401.92,-0.01,clean
T002672,2025-06-26,NC,0.03,18689.93,0.0,18689.93,560.7,560.69,-0.01,clean
T002673,2025-08-29,AZ,0.081,40617.2,0.0,40617.2,3289.99,3290.02,0.03,clean
T002674,2025-10-23,AZ,0.081,20213.65,0.0,20213.65,1637.31,1637.35,0.04,clean
T002675,2025-10-24,IL,0.0725,16193.9,0.0,16193.9,1174.06,1174.07,0.01,clean
T002676,2025-08-04,CA,0.0875,30885.97,0.0,30885.97,2702.52,2702.54,0.02,clean
T002677,2025-11-11,AZ,0.081,23186.31,0.0,23186.31,1878.09,1878.07,-0.02,clean
T002678,2025-12-03,PA,0.06,21867.46,5662.31,16205.15,972.31,972.34,0.03,clean
T002679,2025-12-25,NC,0.03,28194.61,0.0,28194.61,845.84,845.87,0.03,clean
T002680,2025-07-11,TX,0.0625,15758.91,0.0,15758.91,0.0,-0.03,-0.03,clean
T002681,2025-08-20,AZ,0.081,25550.86,0.0,25550.86,2069.62,2069.59,-0.03,clean
T002682,2025-01-29,FL,0.07,37089.35,0.0,37089.35,2596.25,2596.27,0.02,clean
T002683,2025-08-16,IL,0.0725,10467.16,4731.74,5735.42,415.82,758.87,343.05,tradein_credit_error
T002684,2025-03-12,TX,0.0625,35033.66,0.0,35033.66,2189.6,2189.58,-0.02,clean
T002685,2025-05-18,GA,0.07,16094.88,0.0,16094.88,1126.64,1126.67,0.03,clean
T002686,2025-12-12,IL,0.0725,26010.39,13421.19,16010.39,1160.75,1160.76,0.01,clean
T002687,2025-12-24,NY,0.08,18351.13,6133.45,12217.68,977.41,977.42,0.01,clean
T002688,2025-01-13,NY,0.08,25700.0,0.0,25700.0,2056.0,2055.98,-0.02,clean
T002689,2025-07-09,TX,0.0625,30816.27,13114.49,17701.78,1106.36,1106.32,-0.04,clean
T002690,2025-02-25,NC,0.03,35725.44,0.0,35725.44,1071.76,1071.79,0.03,clean
T002691,2025-11-25,IL,0.0725,13575.61,0.0,13575.61,984.23,984.25,0.02,clean
T002692,2025-05-27,FL,0.07,19499.37,6098.2,13401.17,938.08,938.07,-0.01,clean
T002693,2025-12-18,FL,0.07,18518.21,0.0,18518.21,1296.27,1296.25,-0.02,clean
T002694,2025-06-13,FL,0.07,21508.24,4663.53,16844.71,1179.13,1179.11,-0.02,clean
T002695,2025-02-26,TX,0.0625,24107.1,0.0,24107.1,1506.69,1506.66,-0.03,clean
T002696,2025-08-25,NY,0.08,31641.62,0.0,31641.62,2531.33,2531.31,-0.02,clean
T002697,2025-12-26,NY,0.08,15298.38,5298.22,10000.16,800.01,800.01,0.0,clean
T002698,2025-07-17,AZ,0.081,23141.32,0.0,23141.32,1874.45,1874.41,-0.04,clean
T002699,2025-06-14,OH,0.0725,34275.11,0.0,34275.11,2484.95,2484.92,-0.03,clean
T002700,2025-06-28,NC,0.03,22821.33,0.0,22821.33,684.64,684.62,-0.02,clean
T002701,2025-12-02,CA,0.0875,26395.44,0.0,26395.44,2309.6,2309.6,0.0,clean
T002702,2025-12-25,NC,0.03,24003.88,0.0,24003.88,720.12,720.11,-0.01,clean
T002703,2025-09-06,GA,0.07,26660.0,14020.89,12639.11,884.74,789.94,-94.8,sourcing_error
T002704,2025-08-25,IL,0.0725,17623.02,0.0,17623.02,1277.67,1277.68,0.01,clean
T002705,2025-12-30,AZ,0.081,13631.8,0.0,13631.8,1104.18,1104.2,0.02,clean
T002706,2025-08-28,NY,0.08,32561.15,0.0,32561.15,2604.89,2604.85,-0.04,clean
T002707,2025-08-22,IL,0.0725,30874.22,16857.68,20874.22,1513.38,1513.4,0.02,clean
T002708,2025-03-03,CA,0.0875,34844.98,0.0,34844.98,3048.94,3048.97,0.03,clean
T002709,2025-04-12,FL,0.07,8753.72,0.0,8753.72,612.76,612.78,0.02,clean
T002710,2025-05-23,GA,0.07,16540.54,0.0,16540.54,1157.84,1157.87,0.03,clean
T002711,2025-12-21,NY,0.08,28045.5,0.0,28045.5,2243.64,2243.65,0.01,clean
T002712,2025-09-01,NC,0.03,15491.21,0.0,15491.21,464.74,464.73,-0.01,clean
T002713,2025-01-21,GA,0.07,26718.17,0.0,26718.17,1870.27,1870.23,-0.04,clean
T002714,2025-07-07,PA,0.06,16883.22,0.0,16883.22,1012.99,1012.97,-0.02,clean
T002715,2025-12-22,AZ,0.081,17717.55,0.0,17717.55,1435.12,1435.12,0.0,clean
T002716,2025-07-05,TX,0.0625,28843.91,0.0,28843.91,1802.74,1802.75,0.01,clean
T002717,2025-02-28,FL,0.07,14541.8,0.0,14541.8,1017.93,1017.96,0.03,clean
T002718,2025-08-03,NC,0.03,10148.75,0.0,10148.75,304.46,304.44,-0.02,clean
T002719,2025-08-28,AZ,0.081,36235.56,0.0,36235.56,2935.08,2935.06,-0.02,clean
T002720,2025-09-09,NY,0.08,35521.64,0.0,35521.64,2841.73,2841.71,-0.02,clean
T002721,2025-05-05,AZ,0.081,39972.54,0.0,39972.54,3237.78,3237.74,-0.04,clean
T002722,2025-04-17,CA,0.0875,14889.03,0.0,14889.03,1302.79,1302.81,0.02,clean
T002723,2025-03-14,NY,0.08,20679.74,0.0,20679.74,1654.38,1654.35,-0.03,clean
T002724,2025-01-02,CA,0.0875,12517.52,6912.57,12517.52,1095.28,1095.25,-0.03,clean
T002725,2025-12-08,NY,0.08,30306.02,0.0,30306.02,2424.48,2424.46,-0.02,clean
T002726,2025-03-15,TX,0.0625,24279.88,14124.66,10155.22,634.7,634.74,0.04,clean
T002727,2025-06-13,GA,0.07,35710.7,0.0,35710.7,2499.75,2142.64,-357.11,rate_mismatch
T002728,2025-10-29,FL,0.07,13210.67,0.0,13210.67,924.75,924.71,-0.04,clean
T002729,2025-06-08,IL,0.0725,33838.47,0.0,33838.47,2453.29,2453.31,0.02,clean
T002730,2025-05-23,TX,0.0625,13778.83,0.0,13778.83,861.18,998.97,137.79,rate_mismatch
T002731,2025-12-28,GA,0.07,18690.36,0.0,18690.36,1308.33,1308.34,0.01,clean
T002732,2025-09-20,OH,0.0725,31595.82,18768.49,12827.33,929.98,930.01,0.03,clean
T002733,2025-10-20,AZ,0.081,20530.19,0.0,20530.19,1662.95,1662.98,0.03,clean
T002734,2025-04-23,OH,0.0725,14176.63,0.0,14176.63,1027.81,1027.83,0.02,clean
T002735,2025-05-06,GA,0.07,10081.85,0.0,10081.85,705.73,705.7,-0.03,clean
T002736,2025-10-13,NY,0.08,26196.67,8471.21,17725.46,1418.04,1418.07,0.03,clean
T002737,2025-11-28,PA,0.06,11861.2,0.0,11861.2,711.67,711.67,0.0,clean
T002738,2025-09-03,IL,0.0725,22368.33,0.0,22368.33,1621.7,1621.7,0.0,clean
T002739,2025-12-07,CA,0.0875,28160.16,13840.26,28160.16,2464.01,2463.98,-0.03,clean
T002740,2025-08-06,TX,0.0625,23019.31,0.0,23019.31,1438.71,1438.72,0.01,clean
T002741,2025-02-13,CA,0.0875,38451.08,0.0,38451.08,3364.47,3364.5,0.03,clean
T002742,2025-10-03,NC,0.03,39737.4,12579.81,27157.59,814.73,1192.12,377.39,tradein_credit_error
T002743,2025-06-24,NC,0.03,27076.17,0.0,27076.17,812.29,812.25,-0.04,clean
T002744,2025-04-07,OH,0.0725,36352.85,0.0,36352.85,2635.58,2635.62,0.04,clean
T002745,2025-05-29,NC,0.03,16040.25,0.0,16040.25,481.21,481.18,-0.03,clean
T002746,2025-03-13,OH,0.0725,26326.14,0.0,26326.14,1908.65,1908.65,0.0,clean
T002747,2025-11-28,TX,0.0625,15689.61,0.0,15689.61,980.6,980.56,-0.04,clean
T002748,2025-11-05,NY,0.08,17753.12,0.0,17753.12,1420.25,1420.24,-0.01,clean
T002749,2025-08-26,CA,0.0875,42459.87,0.0,42459.87,3715.24,3715.26,0.02,clean
T002750,2025-03-18,TX,0.0625,21268.98,9730.52,11538.46,721.15,721.19,0.04,clean
T002751,2025-07-25,CA,0.0875,28029.26,0.0,28029.26,2452.56,2452.57,0.01,clean
T002752,2025-03-02,PA,0.06,27351.31,7309.89,20041.42,0.0,0.03,0.03,clean
T002753,2025-11-30,NC,0.03,29306.32,14087.54,15218.78,456.56,456.57,0.01,clean
T002754,2025-01-13,NC,0.03,28949.78,0.0,28949.78,868.49,868.5,0.01,clean
T002755,2025-07-28,OH,0.0725,28453.83,0.0,28453.83,2062.9,2062.89,-0.01,clean
T002756,2025-06-05,FL,0.07,19451.32,0.0,19451.32,1361.59,1361.59,0.0,clean
T002757,2025-10-02,GA,0.07,28056.67,0.0,28056.67,1963.97,1963.97,0.0,clean
T002758,2025-04-28,OH,0.0725,28023.82,0.0,28023.82,2031.73,2031.73,0.0,clean
T002759,2025-08-11,GA,0.07,40736.25,0.0,40736.25,2851.54,2851.53,-0.01,clean
T002760,2025-08-30,GA,0.07,9539.5,0.0,9539.5,667.77,667.79,0.02,clean
T002761,2025-11-09,AZ,0.081,25668.31,0.0,25668.31,2079.13,2079.17,0.04,clean
T002762,2025-12-20,AZ,0.081,21216.59,0.0,21216.59,1718.54,1718.56,0.02,clean
T002763,2025-11-02,TX,0.0625,17517.45,0.0,17517.45,1094.84,1094.87,0.03,clean
T002764,2025-11-05,PA,0.06,30663.77,0.0,30663.77,1839.83,1839.8,-0.03,clean
T002765,2025-10-30,AZ,0.081,20768.37,0.0,20768.37,1682.24,1474.55,-207.69,rate_mismatch
T002766,2025-06-21,CA,0.0875,25629.65,0.0,25629.65,2242.59,2498.89,256.3,rate_mismatch
T002767,2025-01-12,GA,0.07,27938.39,0.0,27938.39,1955.69,2235.07,279.38,rate_mismatch
T002768,2025-11-02,GA,0.07,19712.32,0.0,19712.32,1379.86,1379.89,0.03,clean
T002769,2025-06-19,CA,0.0875,17870.71,0.0,17870.71,1563.69,1563.65,-0.04,clean
T002770,2025-03-27,IL,0.0725,22424.36,8617.4,13806.96,1001.0,1000.97,-0.03,clean
T002771,2025-12-08,PA,0.06,21347.81,0.0,21347.81,1280.87,1280.88,0.01,clean
T002772,2025-06-28,OH,0.0725,20310.31,0.0,20310.31,1472.5,1472.51,0.01,clean
T002773,2025-10-27,OH,0.0725,18966.03,7409.17,11556.86,837.87,837.89,0.02,clean
T002774,2025-12-24,CA,0.0875,12023.41,0.0,12023.41,1052.05,1052.03,-0.02,clean
T002775,2025-08-15,IL,0.0725,19383.9,10416.45,9383.9,680.33,680.35,0.02,clean
T002776,2025-03-27,OH,0.0725,30740.06,0.0,30740.06,2228.65,2228.65,0.0,clean
T002777,2025-12-02,GA,0.07,23210.24,10111.82,13098.42,916.89,916.85,-0.04,clean
T002778,2025-05-01,IL,0.0725,36902.35,0.0,36902.35,2675.42,3044.44,369.02,rate_mismatch
T002779,2025-11-12,PA,0.06,32675.3,0.0,32675.3,1960.52,1960.56,0.04,clean
T002780,2025-04-21,TX,0.0625,20051.79,10229.61,9822.18,613.89,613.86,-0.03,clean
T002781,2025-05-30,AZ,0.081,27746.92,9648.13,18098.79,1466.0,1466.0,0.0,clean
T002782,2025-05-02,NC,0.03,15447.19,0.0,15447.19,463.42,463.43,0.01,clean
T002783,2025-02-26,AZ,0.081,29517.87,0.0,29517.87,2390.95,2390.95,0.0,clean
T002784,2025-12-29,NY,0.08,18257.58,0.0,18257.58,1460.61,1460.64,0.03,clean
T002785,2025-12-18,FL,0.07,27820.1,16484.21,11335.89,793.51,793.5,-0.01,clean
T002786,2025-12-16,CA,0.0875,26197.05,0.0,26197.05,2292.24,2292.26,0.02,clean
T002787,2025-08-20,NY,0.08,18519.51,4530.19,13989.32,1119.15,1119.15,0.0,clean
T002788,2025-11-13,FL,0.07,16978.37,7130.54,9847.83,689.35,689.34,-0.01,clean
T002789,2025-09-05,PA,0.06,15681.44,3995.06,11686.38,701.18,701.19,0.01,clean
T002790,2025-11-13,AZ,0.081,33349.03,18187.08,15161.95,1228.12,1228.09,-0.03,clean
T002791,2025-03-09,NY,0.08,31196.84,0.0,31196.84,2495.75,2183.78,-311.97,sourcing_error
T002792,2025-06-08,NC,0.03,27447.12,0.0,27447.12,823.41,823.37,-0.04,clean
T002793,2025-11-29,GA,0.07,31289.56,0.0,31289.56,2190.27,2190.28,0.01,clean
T002794,2025-06-02,PA,0.06,27146.26,0.0,27146.26,1628.78,1357.31,-271.47,rate_mismatch
T002795,2025-10-09,NC,0.03,28116.32,0.0,28116.32,843.49,843.45,-0.04,clean
T002796,2025-10-07,IL,0.0725,20682.32,4951.68,15730.64,1140.47,1140.43,-0.04,clean
T002797,2025-10-09,OH,0.0725,30131.83,0.0,30131.83,2184.56,2184.55,-0.01,clean
T002798,2025-08-01,FL,0.07,33371.28,14220.71,19150.57,1340.54,1340.52,-0.02,clean
T002799,2025-07-14,AZ,0.081,26555.43,0.0,26555.43,2150.99,2150.95,-0.04,clean
T002800,2025-01-12,TX,0.0625,21533.61,10325.36,11208.25,700.52,700.51,-0.01,clean
T002801,2025-05-18,IL,0.0725,25663.38,0.0,25663.38,1860.6,1860.6,0.0,clean
T002802,2025-09-28,FL,0.07,21868.7,0.0,21868.7,1530.81,1530.8,-0.01,clean
T002803,2025-07-06,NC,0.03,22789.39,0.0,22789.39,683.68,683.65,-0.03,clean
T002804,2025-08-08,FL,0.07,24341.77,9212.36,15129.41,1059.06,1059.05,-0.01,clean
T002805,2025-03-14,OH,0.0725,33569.13,11472.26,22096.87,1602.02,1602.0,-0.02,clean
T002806,2025-01-13,GA,0.07,21886.26,0.0,21886.26,1532.04,1532.06,0.02,clean
